2023/06/08 12:47; 43.70; 26.82
2023/06/08 12:48; 43.70; 26.75
2023/06/08 12:49; 43.70; 26.75
2023/06/08 13:06; 43.80; 26.75
2023/06/08 13:28; 47.00; 27.15
2023/06/08 13:43; 47.00; 27.15
2023/06/08 13:58; 48.20; 27.13
2023/06/08 14:13; 51.70; 27.52
2023/06/08 14:28; 53.30; 27.83
2023/06/08 17:03; 40.80; 26.55
2023/06/08 17:18; 43.20; 24.68
2023/06/08 17:33; 43.70; 24.26
2023/06/08 17:48; 44.10; 23.72
2023/06/08 18:03; 45.40; 23.31
2023/06/08 18:18; 45.90; 23.43
2023/06/08 18:33; 46.50; 23.45
2023/06/08 18:48; 45.90; 23.21
2023/06/08 19:03; 46.20; 23.11
2023/06/08 19:18; 46.00; 22.89
2023/06/08 19:33; 46.60; 22.90
2023/06/08 19:48; 47.10; 22.92
2023/06/08 20:03; 48.50; 22.62
2023/06/08 20:18; 49.80; 22.55
2023/06/08 23:37; 56.20; 22.38
2023/06/08 23:47; 56.50; 22.28
2023/06/09 00:02; 56.10; 22.27
2023/06/09 01:02; 56.10; 22.27
2023/06/11 12:13; 45.20; 26.06
2023/06/11 12:28; 44.00; 26.84
2023/06/11 12:43; 43.20; 26.87
2023/06/11 12:58; 42.30; 26.83
2023/06/14 19:48; 47.10; 22.92
2023/06/14 20:03; 48.50; 22.62
2023/06/14 20:18; 49.80; 22.55
2023/06/14 23:37; 56.20; 22.38
2023/06/14 23:47; 56.50; 22.28
2023/06/15 13:13; 41.60; 26.87
2023/06/15 12:28; 44.00; 26.84
2023/06/15 12:43; 43.20; 26.87
2023/06/15 12:58; 42.30; 26.83
2023/06/15 13:13; 41.60; 26.87
2023/06/16 16:16; 45.10; 27.47
2023/06/16 16:31; 44.00; 27.07
2023/06/16 16:46; 46.70; 25.65
2023/06/16 17:01; 46.60; 25.54
2023/06/16 17:16; 46.70; 25.65
2023/06/16 17:31; 49.10; 25.83
2023/06/16 17:46; 46.80; 25.77
2023/06/16 18:01; 47.30; 25.78
2023/06/16 18:16; 46.70; 25.65
2023/06/16 18:31; 47.00; 25.88
2023/06/17 10:14; 54.60; 24.65
2023/06/17 10:29; 48.50; 24.49
2023/06/17 10:44; 48.40; 24.60
2023/06/17 10:59; 47.00; 24.78
2023/06/17 11:14; 46.20; 24.87
2023/06/17 11:29; 45.80; 24.97
2023/06/17 11:44; 45.30; 25.07
2023/06/17 11:59; 45.90; 24.97
2023/06/17 12:14; 46.10; 25.09
2023/06/17 12:29; 45.90; 25.08
2023/06/17 12:44; 45.50; 25.07
2023/06/17 12:59; 46.00; 25.20
2023/06/17 13:45; 46.00; 25.31
2023/06/17 14:00; 49.30; 25.72
2023/06/17 14:15; 47.30; 25.78
2023/06/17 14:30; 42.70; 24.89
2023/06/17 14:45; 41.90; 24.98
2023/06/17 15:00; 41.20; 24.85
2023/06/17 15:15; 41.10; 25.07
2023/06/17 15:32; 39.00; 25.01
2023/06/17 23:00; 46.30; 24.32
2023/06/17 23:15; 48.60; 24.38
2023/06/17 23:30; 46.40; 25.32
2023/06/17 23:45; 46.00; 25.64
2023/06/18 00:00; 45.50; 25.73
2023/06/18 00:15; 45.30; 25.73
2023/06/18 00:30; 45.10; 25.61
2023/06/18 00:45; 45.30; 25.84
2023/06/18 01:00; 46.20; 25.97
